Survey year,Unitid,Institution name,Institution Size,Domestic violence,Dating violence,Stalking
2005,110565,California State University-Fullerton,38128,1,0,4
2006,110565,California State University-Fullerton,38128,1,0,4
2007,110565,California State University-Fullerton,38128,1,0,4
2008,110565,California State University-Fullerton,38128,1,0,4
2009,110565,California State University-Fullerton,38128,1,0,4
2010,110565,California State University-Fullerton,38128,1,0,4
2011,110565,California State University-Fullerton,38128,1,0,4
2012,110565,California State University-Fullerton,38128,1,0,4
2013,110565,California State University-Fullerton,38128,1,0,4
2014,110565,California State University-Fullerton,38128,1,0,4
2001,110574,California State University-East Bay,14823,2,0,2
2002,110574,California State University-East Bay,14823,2,0,2
2003,110574,California State University-East Bay,14823,2,0,2
2004,110574,California State University-East Bay,14823,2,0,2
2005,110574,California State University-East Bay,14823,2,0,2
2006,110574,California State University-East Bay,14823,2,0,2
2007,110574,California State University-East Bay,14823,2,0,2
2008,110574,California State University-East Bay,14823,2,0,2
2009,110574,California State University-East Bay,14823,2,0,2
2010,110574,California State University-East Bay,14823,2,0,2
2011,110574,California State University-East Bay,14823,2,0,2
2012,110574,California State University-East Bay,14823,2,0,2
2013,110574,California State University-East Bay,14823,2,0,2
2014,110574,California State University-East Bay,14823,2,0,2
2001,110583,California State University-Long Beach,36809,1,2,1
2002,110583,California State University-Long Beach,36809,1,2,1
2003,110583,California State University-Long Beach,36809,1,2,1
2004,110583,California State University-Long Beach,36809,1,2,1
2005,110583,California State University-Long Beach,36809,1,2,1
2006,110583,California State University-Long Beach,36809,1,2,1
2007,110583,California State University-Long Beach,36809,1,2,1
2008,110583,California State University-Long Beach,36809,1,2,1
2009,110583,California State University-Long Beach,36809,1,2,1
2010,110583,California State University-Long Beach,36809,1,2,1
2011,110583,California State University-Long Beach,36809,1,2,1
2012,110583,California State University-Long Beach,36809,1,2,1
2013,110583,California State University-Long Beach,36809,1,2,1
2014,110583,California State University-Long Beach,36809,1,2,1
2001,110592,California State University-Los Angeles,24488,3,1,1
