Survey year,Unitid,Institution name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2005,216764,West Chester University of Pennsylvania,12988,10,37,264
2006,216764,West Chester University of Pennsylvania,12879,4,23,160
2007,216764,West Chester University of Pennsylvania,13219,0,2,12
2008,216764,West Chester University of Pennsylvania,13619,0,0,2
2009,216764,West Chester University of Pennsylvania,14211,4,26,69
2010,216764,West Chester University of Pennsylvania,14490,1,79,66
2011,216764,West Chester University of Pennsylvania,15100,0,76,124
2012,216764,West Chester University of Pennsylvania,15411,0,22,110
2013,216764,West Chester University of Pennsylvania,15845,1,40,97
2014,216764,West Chester University of Pennsylvania,16086,4,26,148
